"flies","week","trt","cty"
300,16,"control","houston"
300,17,"control","houston"
300,18,"control","houston"
300,19,"control","houston"
600,20,"control","houston"
600,21,"control","houston"
600,22,"control","houston"
400,23,"control","houston"
500,24,"control","houston"
100,3,"control","houston"
150,4,"control","houston"
300,5,"control","houston"
400,6,"control","houston"
200,7,"control","houston"
500,8,"control","houston"
500,9,"control","houston"
300,10,"control","houston"
200,11,"control","houston"
400,12,"control","houston"
300,13,"control","houston"
400,14,"control","houston"
200,15,"control","houston"
300,16,"control","houston"
300,17,"control","houston"
200,18,"control","houston"
400,19,"control","houston"
750,20,"control","houston"
500,21,"control","houston"
600,22,"control","houston"
500,23,"control","houston"
400,24,"control","houston"
50,3,"control","houston"
200,4,"control","houston"
200,5,"control","houston"
400,6,"control","houston"
300,7,"control","houston"
400,8,"control","houston"
500,9,"control","houston"
300,10,"control","houston"
200,11,"control","houston"
400,12,"control","houston"
300,13,"control","houston"
300,14,"control","houston"
200,15,"control","houston"
300,16,"control","houston"
200,17,"control","houston"
200,18,"control","houston"
500,19,"control","houston"
300,20,"control","houston"
500,21,"control","houston"
500,22,"control","houston"
400,23,"control","houston"
600,24,"control","houston"
50,3,"control","houston"
200,4,"control","houston"
400,5,"control","houston"
300,6,"control","houston"
300,7,"control","houston"
200,8,"control","houston"
400,9,"control","houston"
200,10,"control","houston"
200,11,"control","houston"
300,12,"control","houston"
400,13,"control","houston"
200,14,"control","houston"
200,15,"control","houston"
300,16,"control","houston"
300,17,"control","houston"
300,18,"control","houston"
400,19,"control","houston"
500,20,"control","houston"
600,21,"control","houston"
600,22,"control","houston"
500,23,"control","houston"
600,24,"control","houston"
75,3,"control","houston"
200,4,"control","houston"
400,5,"control","houston"
300,6,"control","houston"
200,7,"control","houston"
300,8,"control","houston"
300,9,"control","houston"
400,10,"control","houston"
200,11,"control","houston"
300,12,"control","houston"
300,13,"control","houston"
200,14,"control","houston"
200,15,"control","houston"
300,16,"control","houston"
200,17,"control","houston"
300,18,"control","houston"
300,19,"control","houston"
600,20,"control","houston"
600,21,"control","houston"
700,22,"control","houston"
500,23,"control","houston"
500,24,"control","houston"
50,3,"control","houston"
200,4,"control","houston"
400,5,"control","houston"
300,6,"control","houston"
400,7,"control","houston"
500,8,"control","houston"
400,9,"control","houston"
200,10,"control","houston"
300,11,"control","houston"
200,12,"control","houston"
300,13,"control","houston"
200,14,"control","houston"
200,15,"control","houston"
300,16,"control","houston"
200,17,"control","houston"
200,18,"control","houston"
500,19,"control","houston"
600,20,"control","houston"
600,21,"control","houston"
500,22,"control","houston"
500,23,"control","houston"
500,24,"control","houston"
100,4,"optimizer","houston"
1,5,"optimizer","houston"
0,6,"optimizer","houston"
0,7,"optimizer","houston"
0,8,"optimizer","houston"
0,9,"optimizer","houston"
0,10,"optimizer","houston"
0,11,"optimizer","houston"
0,12,"optimizer","houston"
1,13,"optimizer","houston"
0,14,"optimizer","houston"
0,15,"optimizer","houston"
0,16,"optimizer","houston"
1,17,"optimizer","houston"
1,18,"optimizer","houston"
5,19,"optimizer","houston"
10,20,"optimizer","houston"
15,21,"optimizer","houston"
25,22,"optimizer","houston"
40,23,"optimizer","houston"
50,24,"optimizer","houston"
100,4,"optimizer","houston"
5,5,"optimizer","houston"
0,6,"optimizer","houston"
0,7,"optimizer","houston"
0,8,"optimizer","houston"
0,9,"optimizer","houston"
0,10,"optimizer","houston"
0,11,"optimizer","houston"
0,12,"optimizer","houston"
0,13,"optimizer","houston"
0,14,"optimizer","houston"
0,15,"optimizer","houston"
0,16,"optimizer","houston"
5,17,"optimizer","houston"
0,18,"optimizer","houston"
5,19,"optimizer","houston"
10,20,"optimizer","houston"
20,21,"optimizer","houston"
25,22,"optimizer","houston"
40,23,"optimizer","houston"
50,24,"optimizer","houston"
150,4,"optimizer","houston"
0,5,"optimizer","houston"
0,6,"optimizer","houston"
0,7,"optimizer","houston"
0,8,"optimizer","houston"
0,9,"optimizer","houston"
0,10,"optimizer","houston"
0,11,"optimizer","houston"
0,12,"optimizer","houston"
0,13,"optimizer","houston"
0,14,"optimizer","houston"
0,15,"optimizer","houston"
0,16,"optimizer","houston"
3,17,"optimizer","houston"
0,18,"optimizer","houston"
5,19,"optimizer","houston"
10,20,"optimizer","houston"
25,21,"optimizer","houston"
30,22,"optimizer","houston"
20,23,"optimizer","houston"
10,24,"optimizer","houston"
75,4,"optimizer","houston"
0,5,"optimizer","houston"
0,6,"optimizer","houston"
0,7,"optimizer","houston"
0,8,"optimizer","houston"
0,9,"optimizer","houston"
0,10,"optimizer","houston"
0,11,"optimizer","houston"
0,12,"optimizer","houston"
0,13,"optimizer","houston"
0,14,"optimizer","houston"
1,15,"optimizer","houston"
0,16,"optimizer","houston"
0,17,"optimizer","houston"
0,18,"optimizer","houston"
10,19,"optimizer","houston"
20,20,"optimizer","houston"
20,21,"optimizer","houston"
30,22,"optimizer","houston"
10,23,"optimizer","houston"
30,24,"optimizer","houston"
75,4,"optimizer","houston"
0,5,"optimizer","houston"
1,6,"optimizer","houston"
0,7,"optimizer","houston"
0,8,"optimizer","houston"
0,9,"optimizer","houston"
0,10,"optimizer","houston"
1,11,"optimizer","houston"
3,12,"optimizer","houston"
0,13,"optimizer","houston"
2,14,"optimizer","houston"
3,15,"optimizer","houston"
0,16,"optimizer","houston"
1,17,"optimizer","houston"
0,18,"optimizer","houston"
5,19,"optimizer","houston"
15,20,"optimizer","houston"
10,21,"optimizer","houston"
40,22,"optimizer","houston"
50,23,"optimizer","houston"
30,24,"optimizer","houston"
100,4,"optimizer","houston"
0,5,"optimizer","houston"
0,6,"optimizer","houston"
2,7,"optimizer","houston"
0,8,"optimizer","houston"
0,9,"optimizer","houston"
0,10,"optimizer","houston"
0,11,"optimizer","houston"
0,12,"optimizer","houston"
2,13,"optimizer","houston"
3,14,"optimizer","houston"
0,15,"optimizer","houston"
0,16,"optimizer","houston"
2,17,"optimizer","houston"
2,18,"optimizer","houston"
10,19,"optimizer","houston"
10,20,"optimizer","houston"
15,21,"optimizer","houston"
10,22,"optimizer","houston"
30,23,"optimizer","houston"
50,24,"optimizer","houston"
100,4,"optimizer","houston"
0,5,"optimizer","houston"
0,6,"optimizer","houston"
0,7,"optimizer","houston"
0,8,"optimizer","houston"
0,9,"optimizer","houston"
0,10,"optimizer","houston"
0,11,"optimizer","houston"
2,12,"optimizer","houston"
0,13,"optimizer","houston"
0,14,"optimizer","houston"
0,15,"optimizer","houston"
3,16,"optimizer","houston"
5,17,"optimizer","houston"
5,18,"optimizer","houston"
0,19,"optimizer","houston"
5,20,"optimizer","houston"
30,21,"optimizer","houston"
50,22,"optimizer","houston"
30,23,"optimizer","houston"
10,24,"optimizer","houston"
125,4,"optimizer","houston"
0,5,"optimizer","houston"
0,6,"optimizer","houston"
0,7,"optimizer","houston"
0,8,"optimizer","houston"
0,9,"optimizer","houston"
0,10,"optimizer","houston"
0,11,"optimizer","houston"
0,12,"optimizer","houston"
5,13,"optimizer","houston"
1,14,"optimizer","houston"
0,15,"optimizer","houston"
2,16,"optimizer","houston"
0,17,"optimizer","houston"
3,18,"optimizer","houston"
2,19,"optimizer","houston"
10,20,"optimizer","houston"
25,21,"optimizer","houston"
50,22,"optimizer","houston"
50,23,"optimizer","houston"
20,24,"optimizer","houston"
100,4,"optimizer","houston"
0,5,"optimizer","houston"
0,6,"optimizer","houston"
0,7,"optimizer","houston"
0,8,"optimizer","houston"
0,9,"optimizer","houston"
1,10,"optimizer","houston"
0,11,"optimizer","houston"
0,12,"optimizer","houston"
0,13,"optimizer","houston"
2,14,"optimizer","houston"
1,15,"optimizer","houston"
3,16,"optimizer","houston"
0,17,"optimizer","houston"
0,18,"optimizer","houston"
5,19,"optimizer","houston"
15,20,"optimizer","houston"
20,21,"optimizer","houston"
30,22,"optimizer","houston"
10,23,"optimizer","houston"
30,24,"optimizer","houston"
100,4,"optimizer","houston"
0,5,"optimizer","houston"
0,6,"optimizer","houston"
0,7,"optimizer","houston"
0,8,"optimizer","houston"
0,9,"optimizer","houston"
0,10,"optimizer","houston"
0,11,"optimizer","houston"
1,12,"optimizer","houston"
0,13,"optimizer","houston"
0,14,"optimizer","houston"
0,15,"optimizer","houston"
0,16,"optimizer","houston"
1,17,"optimizer","houston"
0,18,"optimizer","houston"
6,19,"optimizer","houston"
20,20,"optimizer","houston"
25,21,"optimizer","houston"
10,22,"optimizer","houston"
20,23,"optimizer","houston"
50,24,"optimizer","houston"
0,3,"magnum","houston"
2,4,"magnum","houston"
0,5,"magnum","houston"
5,6,"magnum","houston"
10,7,"magnum","houston"
3,8,"magnum","houston"
0,9,"magnum","houston"
20,10,"magnum","houston"
50,11,"magnum","houston"
50,12,"magnum","houston"
50,13,"magnum","houston"
150,14,"magnum","houston"
100,15,"magnum","houston"
0,3,"magnum","houston"
0,4,"magnum","houston"
0,5,"magnum","houston"
5,6,"magnum","houston"
10,7,"magnum","houston"
2,8,"magnum","houston"
0,9,"magnum","houston"
50,10,"magnum","houston"
50,11,"magnum","houston"
100,12,"magnum","houston"
150,13,"magnum","houston"
150,14,"magnum","houston"
50,15,"magnum","houston"
0,3,"magnum","houston"
0,4,"magnum","houston"
0,5,"magnum","houston"
0,6,"magnum","houston"
5,7,"magnum","houston"
5,8,"magnum","houston"
0,9,"magnum","houston"
10,10,"magnum","houston"
100,11,"magnum","houston"
100,12,"magnum","houston"
100,13,"magnum","houston"
100,14,"magnum","houston"
100,15,"magnum","houston"
0,3,"magnum","houston"
0,4,"magnum","houston"
0,5,"magnum","houston"
0,6,"magnum","houston"
5,7,"magnum","houston"
0,8,"magnum","houston"
5,9,"magnum","houston"
50,10,"magnum","houston"
400,11,"magnum","houston"
150,12,"magnum","houston"
100,13,"magnum","houston"
75,14,"magnum","houston"
100,15,"magnum","houston"
2,3,"magnum","houston"
0,4,"magnum","houston"
1,5,"magnum","houston"
5,6,"magnum","houston"
0,7,"magnum","houston"
0,8,"magnum","houston"
3,9,"magnum","houston"
75,10,"magnum","houston"
150,11,"magnum","houston"
200,12,"magnum","houston"
50,13,"magnum","houston"
50,14,"magnum","houston"
150,15,"magnum","houston"
0,3,"magnum","houston"
0,4,"magnum","houston"
0,5,"magnum","houston"
0,6,"magnum","houston"
0,7,"magnum","houston"
0,8,"magnum","houston"
10,9,"magnum","houston"
100,10,"magnum","houston"
75,11,"magnum","houston"
100,12,"magnum","houston"
200,13,"magnum","houston"
50,14,"magnum","houston"
200,15,"magnum","houston"
0,3,"magnum","houston"
0,4,"magnum","houston"
0,5,"magnum","houston"
10,6,"magnum","houston"
5,7,"magnum","houston"
2,8,"magnum","houston"
10,9,"magnum","houston"
100,10,"magnum","houston"
100,11,"magnum","houston"
100,12,"magnum","houston"
150,13,"magnum","houston"
50,14,"magnum","houston"
200,15,"magnum","houston"
0,3,"magnum","houston"
0,4,"magnum","houston"
0,5,"magnum","houston"
5,6,"magnum","houston"
0,7,"magnum","houston"
2,8,"magnum","houston"
0,9,"magnum","houston"
75,10,"magnum","houston"
100,11,"magnum","houston"
200,12,"magnum","houston"
150,13,"magnum","houston"
100,14,"magnum","houston"
100,15,"magnum","houston"
1,3,"magnum","houston"
0,4,"magnum","houston"
0,5,"magnum","houston"
10,6,"magnum","houston"
0,7,"magnum","houston"
0,8,"magnum","houston"
0,9,"magnum","houston"
50,10,"magnum","houston"
100,11,"magnum","houston"
100,12,"magnum","houston"
150,13,"magnum","houston"
50,14,"magnum","houston"
100,15,"magnum","houston"
0,3,"magnum","houston"
0,4,"magnum","houston"
0,5,"magnum","houston"
5,6,"magnum","houston"
0,7,"magnum","houston"
0,8,"magnum","houston"
5,9,"magnum","houston"
50,10,"magnum","houston"
150,11,"magnum","houston"
100,12,"magnum","houston"
100,13,"magnum","houston"
50,14,"magnum","houston"
100,15,"magnum","houston"
2,3,"python","houston"
2,4,"python","houston"
1,5,"python","houston"
1,6,"python","houston"
1,7,"python","houston"
5,8,"python","houston"
0,9,"python","houston"
20,10,"python","houston"
10,11,"python","houston"
10,12,"python","houston"
100,13,"python","houston"
50,14,"python","houston"
100,15,"python","houston"
150,16,"python","houston"
100,17,"python","houston"
50,18,"python","houston"
150,19,"python","houston"
50,20,"python","houston"
200,21,"python","houston"
250,22,"python","houston"
400,23,"python","houston"
450,24,"python","houston"
0,3,"python","houston"
0,4,"python","houston"
0,5,"python","houston"
0,6,"python","houston"
0,7,"python","houston"
10,8,"python","houston"
0,9,"python","houston"
10,10,"python","houston"
10,11,"python","houston"
50,12,"python","houston"
100,13,"python","houston"
50,14,"python","houston"
150,15,"python","houston"
50,16,"python","houston"
100,17,"python","houston"
50,18,"python","houston"
100,19,"python","houston"
150,20,"python","houston"
300,21,"python","houston"
350,22,"python","houston"
200,23,"python","houston"
400,24,"python","houston"
0,3,"python","houston"
0,4,"python","houston"
0,5,"python","houston"
0,6,"python","houston"
0,7,"python","houston"
5,8,"python","houston"
5,9,"python","houston"
10,10,"python","houston"
20,11,"python","houston"
30,12,"python","houston"
50,13,"python","houston"
20,14,"python","houston"
100,15,"python","houston"
50,16,"python","houston"
50,17,"python","houston"
100,18,"python","houston"
100,19,"python","houston"
200,20,"python","houston"
350,21,"python","houston"
250,22,"python","houston"
350,23,"python","houston"
400,24,"python","houston"
1,3,"python","houston"
0,4,"python","houston"
0,5,"python","houston"
0,6,"python","houston"
0,7,"python","houston"
5,8,"python","houston"
10,9,"python","houston"
10,10,"python","houston"
20,11,"python","houston"
30,12,"python","houston"
50,13,"python","houston"
100,14,"python","houston"
100,15,"python","houston"
50,16,"python","houston"
50,17,"python","houston"
150,18,"python","houston"
100,19,"python","houston"
200,20,"python","houston"
300,21,"python","houston"
200,22,"python","houston"
400,23,"python","houston"
500,24,"python","houston"
0,3,"python","houston"
0,4,"python","houston"
2,5,"python","houston"
0,6,"python","houston"
5,7,"python","houston"
5,8,"python","houston"
10,9,"python","houston"
5,10,"python","houston"
25,11,"python","houston"
25,12,"python","houston"
20,13,"python","houston"
100,14,"python","houston"
50,15,"python","houston"
20,16,"python","houston"
50,17,"python","houston"
100,18,"python","houston"
50,19,"python","houston"
350,20,"python","houston"
300,21,"python","houston"
200,22,"python","houston"
250,23,"python","houston"
600,24,"python","houston"
0,3,"python","houston"
0,4,"python","houston"
0,5,"python","houston"
0,6,"python","houston"
0,7,"python","houston"
5,8,"python","houston"
5,9,"python","houston"
5,10,"python","houston"
30,11,"python","houston"
30,12,"python","houston"
20,13,"python","houston"
100,14,"python","houston"
50,15,"python","houston"
100,16,"python","houston"
50,17,"python","houston"
100,18,"python","houston"
100,19,"python","houston"
300,20,"python","houston"
250,21,"python","houston"
300,22,"python","houston"
350,23,"python","houston"
450,24,"python","houston"
0,3,"python","houston"
0,4,"python","houston"
0,5,"python","houston"
2,6,"python","houston"
0,7,"python","houston"
0,8,"python","houston"
10,9,"python","houston"
5,10,"python","houston"
10,11,"python","houston"
40,12,"python","houston"
20,13,"python","houston"
20,14,"python","houston"
75,15,"python","houston"
100,16,"python","houston"
50,17,"python","houston"
50,18,"python","houston"
150,19,"python","houston"
50,20,"python","houston"
200,21,"python","houston"
450,22,"python","houston"
400,23,"python","houston"
400,24,"python","houston"
0,3,"python","houston"
0,4,"python","houston"
1,5,"python","houston"
0,6,"python","houston"
5,7,"python","houston"
0,8,"python","houston"
10,9,"python","houston"
5,10,"python","houston"
5,11,"python","houston"
50,12,"python","houston"
50,13,"python","houston"
50,14,"python","houston"
50,15,"python","houston"
20,16,"python","houston"
50,17,"python","houston"
50,18,"python","houston"
150,19,"python","houston"
100,20,"python","houston"
300,21,"python","houston"
400,22,"python","houston"
400,23,"python","houston"
400,24,"python","houston"
0,3,"python","houston"
0,4,"python","houston"
0,5,"python","houston"
0,6,"python","houston"
2,7,"python","houston"
5,8,"python","houston"
20,9,"python","houston"
10,10,"python","houston"
5,11,"python","houston"
50,12,"python","houston"
100,13,"python","houston"
50,14,"python","houston"
50,15,"python","houston"
50,16,"python","houston"
100,17,"python","houston"
100,18,"python","houston"
100,19,"python","houston"
100,20,"python","houston"
300,21,"python","houston"
400,22,"python","houston"
300,23,"python","houston"
550,24,"python","houston"
0,3,"python","houston"
0,4,"python","houston"
0,5,"python","houston"
0,6,"python","houston"
1,7,"python","houston"
0,8,"python","houston"
0,9,"python","houston"
10,10,"python","houston"
10,11,"python","houston"
50,12,"python","houston"
20,13,"python","houston"
20,14,"python","houston"
50,15,"python","houston"
50,16,"python","houston"
100,17,"python","houston"
100,18,"python","houston"
100,19,"python","houston"
50,20,"python","houston"
450,21,"python","houston"
300,22,"python","houston"
450,23,"python","houston"
400,24,"python","houston"
15,2,"control","palopinto"
15,3,"control","palopinto"
50,4,"control","palopinto"
150,5,"control","palopinto"
150,6,"control","palopinto"
50,7,"control","palopinto"
150,8,"control","palopinto"
125,9,"control","palopinto"
50,10,"control","palopinto"
150,11,"control","palopinto"
75,12,"control","palopinto"
50,13,"control","palopinto"
150,14,"control","palopinto"
200,15,"control","palopinto"
175,16,"control","palopinto"
250,17,"control","palopinto"
225,18,"control","palopinto"
225,19,"control","palopinto"
200,20,"control","palopinto"
10,2,"control","palopinto"
10,3,"control","palopinto"
100,4,"control","palopinto"
250,5,"control","palopinto"
75,6,"control","palopinto"
150,7,"control","palopinto"
100,8,"control","palopinto"
75,9,"control","palopinto"
75,10,"control","palopinto"
75,11,"control","palopinto"
100,12,"control","palopinto"
50,13,"control","palopinto"
100,14,"control","palopinto"
175,15,"control","palopinto"
175,16,"control","palopinto"
200,17,"control","palopinto"
200,18,"control","palopinto"
225,19,"control","palopinto"
200,20,"control","palopinto"
25,2,"control","palopinto"
15,3,"control","palopinto"
250,4,"control","palopinto"
75,5,"control","palopinto"
100,6,"control","palopinto"
75,7,"control","palopinto"
200,8,"control","palopinto"
50,9,"control","palopinto"
100,10,"control","palopinto"
75,11,"control","palopinto"
100,12,"control","palopinto"
75,13,"control","palopinto"
75,14,"control","palopinto"
100,15,"control","palopinto"
10,16,"control","palopinto"
250,17,"control","palopinto"
300,18,"control","palopinto"
175,19,"control","palopinto"
275,20,"control","palopinto"
3,2,"control","palopinto"
10,3,"control","palopinto"
150,4,"control","palopinto"
75,5,"control","palopinto"
50,6,"control","palopinto"
50,7,"control","palopinto"
100,8,"control","palopinto"
175,9,"control","palopinto"
125,10,"control","palopinto"
100,11,"control","palopinto"
75,12,"control","palopinto"
100,13,"control","palopinto"
75,14,"control","palopinto"
75,15,"control","palopinto"
150,16,"control","palopinto"
200,17,"control","palopinto"
250,18,"control","palopinto"
100,19,"control","palopinto"
275,20,"control","palopinto"
10,2,"control","palopinto"
15,3,"control","palopinto"
50,4,"control","palopinto"
75,5,"control","palopinto"
25,6,"control","palopinto"
50,7,"control","palopinto"
75,8,"control","palopinto"
150,9,"control","palopinto"
150,10,"control","palopinto"
50,11,"control","palopinto"
75,12,"control","palopinto"
100,13,"control","palopinto"
75,14,"control","palopinto"
125,15,"control","palopinto"
200,16,"control","palopinto"
125,17,"control","palopinto"
150,18,"control","palopinto"
175,19,"control","palopinto"
250,20,"control","palopinto"
5,2,"control","palopinto"
75,3,"control","palopinto"
75,4,"control","palopinto"
125,5,"control","palopinto"
75,6,"control","palopinto"
50,7,"control","palopinto"
75,8,"control","palopinto"
50,9,"control","palopinto"
75,10,"control","palopinto"
50,11,"control","palopinto"
75,12,"control","palopinto"
75,13,"control","palopinto"
100,14,"control","palopinto"
150,15,"control","palopinto"
225,16,"control","palopinto"
350,17,"control","palopinto"
175,18,"control","palopinto"
300,19,"control","palopinto"
300,20,"control","palopinto"
5,2,"control","palopinto"
10,3,"control","palopinto"
75,4,"control","palopinto"
75,5,"control","palopinto"
50,6,"control","palopinto"
100,7,"control","palopinto"
75,8,"control","palopinto"
75,9,"control","palopinto"
75,10,"control","palopinto"
100,11,"control","palopinto"
50,12,"control","palopinto"
50,13,"control","palopinto"
125,14,"control","palopinto"
175,15,"control","palopinto"
100,16,"control","palopinto"
200,17,"control","palopinto"
75,18,"control","palopinto"
250,19,"control","palopinto"
300,20,"control","palopinto"
5,2,"control","palopinto"
5,3,"control","palopinto"
100,4,"control","palopinto"
100,5,"control","palopinto"
50,6,"control","palopinto"
75,7,"control","palopinto"
75,8,"control","palopinto"
50,9,"control","palopinto"
50,10,"control","palopinto"
75,11,"control","palopinto"
75,12,"control","palopinto"
75,13,"control","palopinto"
200,14,"control","palopinto"
175,15,"control","palopinto"
75,16,"control","palopinto"
100,17,"control","palopinto"
150,18,"control","palopinto"
200,19,"control","palopinto"
275,20,"control","palopinto"
5,2,"control","palopinto"
20,3,"control","palopinto"
50,4,"control","palopinto"
75,5,"control","palopinto"
125,6,"control","palopinto"
50,7,"control","palopinto"
100,8,"control","palopinto"
50,9,"control","palopinto"
75,10,"control","palopinto"
75,11,"control","palopinto"
100,12,"control","palopinto"
25,13,"control","palopinto"
175,14,"control","palopinto"
125,15,"control","palopinto"
150,16,"control","palopinto"
175,17,"control","palopinto"
225,18,"control","palopinto"
200,19,"control","palopinto"
200,20,"control","palopinto"
5,2,"control","palopinto"
5,3,"control","palopinto"
50,4,"control","palopinto"
50,5,"control","palopinto"
100,6,"control","palopinto"
75,7,"control","palopinto"
75,8,"control","palopinto"
50,9,"control","palopinto"
75,10,"control","palopinto"
50,11,"control","palopinto"
100,12,"control","palopinto"
50,13,"control","palopinto"
175,14,"control","palopinto"
150,15,"control","palopinto"
150,16,"control","palopinto"
200,17,"control","palopinto"
300,18,"control","palopinto"
200,19,"control","palopinto"
125,20,"control","palopinto"
10,2,"magnum","palopinto"
20,3,"magnum","palopinto"
50,4,"magnum","palopinto"
75,5,"magnum","palopinto"
25,6,"magnum","palopinto"
25,7,"magnum","palopinto"
75,8,"magnum","palopinto"
200,9,"magnum","palopinto"
100,10,"magnum","palopinto"
50,11,"magnum","palopinto"
75,12,"magnum","palopinto"
75,13,"magnum","palopinto"
200,14,"magnum","palopinto"
100,15,"magnum","palopinto"
50,16,"magnum","palopinto"
75,17,"magnum","palopinto"
125,18,"magnum","palopinto"
150,19,"magnum","palopinto"
150,20,"magnum","palopinto"
5,2,"magnum","palopinto"
10,3,"magnum","palopinto"
100,4,"magnum","palopinto"
75,5,"magnum","palopinto"
50,6,"magnum","palopinto"
75,7,"magnum","palopinto"
50,8,"magnum","palopinto"
100,9,"magnum","palopinto"
50,10,"magnum","palopinto"
75,11,"magnum","palopinto"
50,12,"magnum","palopinto"
50,13,"magnum","palopinto"
150,14,"magnum","palopinto"
100,15,"magnum","palopinto"
75,16,"magnum","palopinto"
150,17,"magnum","palopinto"
125,18,"magnum","palopinto"
125,19,"magnum","palopinto"
150,20,"magnum","palopinto"
10,2,"magnum","palopinto"
25,3,"magnum","palopinto"
75,4,"magnum","palopinto"
50,5,"magnum","palopinto"
25,6,"magnum","palopinto"
50,7,"magnum","palopinto"
25,8,"magnum","palopinto"
125,9,"magnum","palopinto"
75,10,"magnum","palopinto"
100,11,"magnum","palopinto"
25,12,"magnum","palopinto"
100,13,"magnum","palopinto"
150,14,"magnum","palopinto"
125,15,"magnum","palopinto"
75,16,"magnum","palopinto"
175,17,"magnum","palopinto"
100,18,"magnum","palopinto"
150,19,"magnum","palopinto"
175,20,"magnum","palopinto"
5,2,"magnum","palopinto"
50,3,"magnum","palopinto"
50,4,"magnum","palopinto"
50,5,"magnum","palopinto"
50,6,"magnum","palopinto"
50,7,"magnum","palopinto"
75,8,"magnum","palopinto"
100,9,"magnum","palopinto"
25,10,"magnum","palopinto"
125,11,"magnum","palopinto"
50,12,"magnum","palopinto"
100,13,"magnum","palopinto"
200,14,"magnum","palopinto"
150,15,"magnum","palopinto"
100,16,"magnum","palopinto"
100,17,"magnum","palopinto"
150,18,"magnum","palopinto"
150,19,"magnum","palopinto"
125,20,"magnum","palopinto"
5,2,"magnum","palopinto"
10,3,"magnum","palopinto"
25,4,"magnum","palopinto"
10,5,"magnum","palopinto"
50,6,"magnum","palopinto"
25,7,"magnum","palopinto"
10,8,"magnum","palopinto"
75,9,"magnum","palopinto"
25,10,"magnum","palopinto"
75,11,"magnum","palopinto"
75,12,"magnum","palopinto"
100,13,"magnum","palopinto"
75,14,"magnum","palopinto"
150,15,"magnum","palopinto"
50,16,"magnum","palopinto"
100,17,"magnum","palopinto"
150,18,"magnum","palopinto"
150,19,"magnum","palopinto"
175,20,"magnum","palopinto"
10,2,"magnum","palopinto"
15,3,"magnum","palopinto"
50,4,"magnum","palopinto"
75,5,"magnum","palopinto"
25,6,"magnum","palopinto"
25,7,"magnum","palopinto"
75,8,"magnum","palopinto"
175,9,"magnum","palopinto"
25,10,"magnum","palopinto"
25,11,"magnum","palopinto"
75,12,"magnum","palopinto"
75,13,"magnum","palopinto"
75,14,"magnum","palopinto"
200,15,"magnum","palopinto"
150,16,"magnum","palopinto"
75,17,"magnum","palopinto"
175,18,"magnum","palopinto"
175,19,"magnum","palopinto"
125,20,"magnum","palopinto"
10,2,"magnum","palopinto"
20,3,"magnum","palopinto"
25,4,"magnum","palopinto"
75,5,"magnum","palopinto"
25,6,"magnum","palopinto"
75,7,"magnum","palopinto"
100,8,"magnum","palopinto"
75,9,"magnum","palopinto"
75,10,"magnum","palopinto"
75,11,"magnum","palopinto"
75,12,"magnum","palopinto"
50,13,"magnum","palopinto"
125,14,"magnum","palopinto"
175,15,"magnum","palopinto"
100,16,"magnum","palopinto"
100,17,"magnum","palopinto"
100,18,"magnum","palopinto"
100,19,"magnum","palopinto"
175,20,"magnum","palopinto"
15,2,"magnum","palopinto"
20,3,"magnum","palopinto"
25,4,"magnum","palopinto"
50,5,"magnum","palopinto"
50,6,"magnum","palopinto"
25,7,"magnum","palopinto"
75,8,"magnum","palopinto"
100,9,"magnum","palopinto"
50,10,"magnum","palopinto"
75,11,"magnum","palopinto"
75,12,"magnum","palopinto"
100,13,"magnum","palopinto"
100,14,"magnum","palopinto"
100,15,"magnum","palopinto"
75,16,"magnum","palopinto"
50,17,"magnum","palopinto"
75,18,"magnum","palopinto"
100,19,"magnum","palopinto"
150,20,"magnum","palopinto"
10,2,"magnum","palopinto"
10,3,"magnum","palopinto"
50,4,"magnum","palopinto"
75,5,"magnum","palopinto"
50,6,"magnum","palopinto"
50,7,"magnum","palopinto"
25,8,"magnum","palopinto"
150,9,"magnum","palopinto"
75,10,"magnum","palopinto"
25,11,"magnum","palopinto"
50,12,"magnum","palopinto"
75,13,"magnum","palopinto"
75,14,"magnum","palopinto"
100,15,"magnum","palopinto"
50,16,"magnum","palopinto"
200,17,"magnum","palopinto"
125,18,"magnum","palopinto"
150,19,"magnum","palopinto"
150,20,"magnum","palopinto"
10,2,"magnum","palopinto"
15,3,"magnum","palopinto"
25,4,"magnum","palopinto"
25,5,"magnum","palopinto"
50,6,"magnum","palopinto"
50,7,"magnum","palopinto"
75,8,"magnum","palopinto"
125,9,"magnum","palopinto"
75,10,"magnum","palopinto"
75,11,"magnum","palopinto"
50,12,"magnum","palopinto"
50,13,"magnum","palopinto"
100,14,"magnum","palopinto"
75,15,"magnum","palopinto"
50,16,"magnum","palopinto"
175,17,"magnum","palopinto"
175,18,"magnum","palopinto"
125,19,"magnum","palopinto"
200,20,"magnum","palopinto"
10,2,"warrior","palopinto"
20,3,"warrior","palopinto"
25,4,"warrior","palopinto"
75,5,"warrior","palopinto"
75,6,"warrior","palopinto"
50,7,"warrior","palopinto"
100,8,"warrior","palopinto"
100,9,"warrior","palopinto"
50,10,"warrior","palopinto"
5,11,"warrior","palopinto"
50,12,"warrior","palopinto"
25,13,"warrior","palopinto"
75,14,"warrior","palopinto"
100,15,"warrior","palopinto"
125,16,"warrior","palopinto"
150,17,"warrior","palopinto"
175,18,"warrior","palopinto"
150,19,"warrior","palopinto"
175,20,"warrior","palopinto"
10,2,"warrior","palopinto"
