"flies","week","trt","cty"
30,11,"gardstar","smith"
40,12,"gardstar","smith"
30,13,"gardstar","smith"
40,14,"gardstar","smith"
30,15,"gardstar","smith"
6,16,"gardstar","smith"
6,17,"gardstar","smith"
8,18,"gardstar","smith"
12,19,"gardstar","smith"
80,20,"gardstar","smith"
40,21,"gardstar","smith"
70,22,"gardstar","smith"
7,23,"gardstar","smith"
80,24,"gardstar","smith"
8,3,"gardstar","smith"
8,4,"gardstar","smith"
14,5,"gardstar","smith"
10,6,"gardstar","smith"
10,7,"gardstar","smith"
8,8,"gardstar","smith"
12,9,"gardstar","smith"
30,10,"gardstar","smith"
40,11,"gardstar","smith"
30,12,"gardstar","smith"
15,13,"gardstar","smith"
30,14,"gardstar","smith"
30,15,"gardstar","smith"
10,16,"gardstar","smith"
10,17,"gardstar","smith"
8,18,"gardstar","smith"
15,19,"gardstar","smith"
60,20,"gardstar","smith"
40,21,"gardstar","smith"
60,22,"gardstar","smith"
10,23,"gardstar","smith"
10,24,"gardstar","smith"
10,3,"gardstar","smith"
6,4,"gardstar","smith"
12,5,"gardstar","smith"
12,6,"gardstar","smith"
8,7,"gardstar","smith"
8,8,"gardstar","smith"
20,9,"gardstar","smith"
20,10,"gardstar","smith"
20,11,"gardstar","smith"
10,12,"gardstar","smith"
15,13,"gardstar","smith"
40,14,"gardstar","smith"
40,15,"gardstar","smith"
20,16,"gardstar","smith"
10,17,"gardstar","smith"
10,18,"gardstar","smith"
20,19,"gardstar","smith"
60,20,"gardstar","smith"
60,21,"gardstar","smith"
60,22,"gardstar","smith"
4,23,"gardstar","smith"
50,24,"gardstar","smith"
12,3,"gardstar","smith"
10,4,"gardstar","smith"
6,5,"gardstar","smith"
6,6,"gardstar","smith"
8,7,"gardstar","smith"
5,8,"gardstar","smith"
25,9,"gardstar","smith"
12,10,"gardstar","smith"
25,11,"gardstar","smith"
10,12,"gardstar","smith"
20,13,"gardstar","smith"
20,14,"gardstar","smith"
30,15,"gardstar","smith"
12,16,"gardstar","smith"
15,17,"gardstar","smith"
12,18,"gardstar","smith"
18,19,"gardstar","smith"
70,20,"gardstar","smith"
60,21,"gardstar","smith"
50,22,"gardstar","smith"
20,23,"gardstar","smith"
10,24,"gardstar","smith"
14,3,"gardstar","smith"
12,4,"gardstar","smith"
14,5,"gardstar","smith"
8,6,"gardstar","smith"
20,7,"gardstar","smith"
6,8,"gardstar","smith"
45,9,"gardstar","smith"
15,10,"gardstar","smith"
30,11,"gardstar","smith"
12,12,"gardstar","smith"
20,13,"gardstar","smith"
30,14,"gardstar","smith"
20,15,"gardstar","smith"
40,16,"gardstar","smith"
30,17,"gardstar","smith"
60,18,"gardstar","smith"
20,19,"gardstar","smith"
60,20,"gardstar","smith"
80,21,"gardstar","smith"
50,22,"gardstar","smith"
80,23,"gardstar","smith"
40,24,"gardstar","smith"
8,3,"gardstar","smith"
8,4,"gardstar","smith"
14,5,"gardstar","smith"
20,6,"gardstar","smith"
15,7,"gardstar","smith"
10,8,"gardstar","smith"
30,9,"gardstar","smith"
10,10,"gardstar","smith"
12,11,"gardstar","smith"
15,12,"gardstar","smith"
30,13,"gardstar","smith"
15,14,"gardstar","smith"
40,15,"gardstar","smith"
30,16,"gardstar","smith"
20,17,"gardstar","smith"
50,18,"gardstar","smith"
40,19,"gardstar","smith"
50,20,"gardstar","smith"
80,21,"gardstar","smith"
60,22,"gardstar","smith"
40,23,"gardstar","smith"
30,24,"gardstar","smith"
6,3,"gardstar","smith"
6,4,"gardstar","smith"
16,5,"gardstar","smith"
14,6,"gardstar","smith"
14,7,"gardstar","smith"
12,8,"gardstar","smith"
20,9,"gardstar","smith"
40,10,"gardstar","smith"
30,11,"gardstar","smith"
20,12,"gardstar","smith"
40,13,"gardstar","smith"
12,14,"gardstar","smith"
40,15,"gardstar","smith"
40,16,"gardstar","smith"
40,17,"gardstar","smith"
40,18,"gardstar","smith"
30,19,"gardstar","smith"
60,20,"gardstar","smith"
60,21,"gardstar","smith"
60,22,"gardstar","smith"
15,23,"gardstar","smith"
10,24,"gardstar","smith"
5,3,"gardstar","smith"
4,4,"gardstar","smith"
14,5,"gardstar","smith"
12,6,"gardstar","smith"
10,7,"gardstar","smith"
15,8,"gardstar","smith"
25,9,"gardstar","smith"
30,10,"gardstar","smith"
40,11,"gardstar","smith"
20,12,"gardstar","smith"
40,13,"gardstar","smith"
50,14,"gardstar","smith"
30,15,"gardstar","smith"
60,16,"gardstar","smith"
60,17,"gardstar","smith"
30,18,"gardstar","smith"
20,19,"gardstar","smith"
60,20,"gardstar","smith"
60,21,"gardstar","smith"
60,22,"gardstar","smith"
10,23,"gardstar","smith"
60,24,"gardstar","smith"
10,3,"gardstar","smith"
12,4,"gardstar","smith"
4,5,"gardstar","smith"
10,6,"gardstar","smith"
12,7,"gardstar","smith"
12,8,"gardstar","smith"
15,9,"gardstar","smith"
20,10,"gardstar","smith"
20,11,"gardstar","smith"
30,12,"gardstar","smith"
30,13,"gardstar","smith"
40,14,"gardstar","smith"
30,15,"gardstar","smith"
50,16,"gardstar","smith"
50,17,"gardstar","smith"
20,18,"gardstar","smith"
40,19,"gardstar","smith"
60,20,"gardstar","smith"
60,21,"gardstar","smith"
60,22,"gardstar","smith"
40,23,"gardstar","smith"
20,24,"gardstar","smith"
14,3,"gardstar","smith"
8,4,"gardstar","smith"
20,5,"gardstar","smith"
8,6,"gardstar","smith"
8,7,"gardstar","smith"
10,8,"gardstar","smith"
10,9,"gardstar","smith"
15,10,"gardstar","smith"
25,11,"gardstar","smith"
20,12,"gardstar","smith"
20,13,"gardstar","smith"
30,14,"gardstar","smith"
40,15,"gardstar","smith"
60,16,"gardstar","smith"
50,17,"gardstar","smith"
12,18,"gardstar","smith"
40,19,"gardstar","smith"
50,20,"gardstar","smith"
60,21,"gardstar","smith"
60,22,"gardstar","smith"
50,23,"gardstar","smith"
30,24,"gardstar","smith"
5,2,"python","smith"
3,3,"python","smith"
10,4,"python","smith"
20,5,"python","smith"
4,6,"python","smith"
6,7,"python","smith"
3,8,"python","smith"
6,9,"python","smith"
5,10,"python","smith"
12,11,"python","smith"
3,12,"python","smith"
2,13,"python","smith"
6,14,"python","smith"
12,15,"python","smith"
2,16,"python","smith"
15,17,"python","smith"
15,18,"python","smith"
15,19,"python","smith"
30,20,"python","smith"
30,21,"python","smith"
12,22,"python","smith"
15,23,"python","smith"
20,24,"python","smith"
10,2,"python","smith"
1,3,"python","smith"
5,4,"python","smith"
6,5,"python","smith"
4,6,"python","smith"
8,7,"python","smith"
3,8,"python","smith"
10,9,"python","smith"
3,10,"python","smith"
6,11,"python","smith"
6,12,"python","smith"
20,13,"python","smith"
10,14,"python","smith"
8,15,"python","smith"
6,16,"python","smith"
12,17,"python","smith"
12,18,"python","smith"
12,19,"python","smith"
40,20,"python","smith"
12,21,"python","smith"
15,22,"python","smith"
35,23,"python","smith"
50,24,"python","smith"
12,2,"python","smith"
5,3,"python","smith"
14,4,"python","smith"
12,5,"python","smith"
5,6,"python","smith"
15,7,"python","smith"
1,8,"python","smith"
12,9,"python","smith"
2,10,"python","smith"
10,11,"python","smith"
12,12,"python","smith"
15,13,"python","smith"
8,14,"python","smith"
10,15,"python","smith"
10,16,"python","smith"
30,17,"python","smith"
30,18,"python","smith"
20,19,"python","smith"
12,20,"python","smith"
15,21,"python","smith"
20,22,"python","smith"
100,23,"python","smith"
70,24,"python","smith"
2,2,"python","smith"
3,3,"python","smith"
2,4,"python","smith"
4,5,"python","smith"
3,6,"python","smith"
12,7,"python","smith"
1,8,"python","smith"
10,9,"python","smith"
3,10,"python","smith"
8,11,"python","smith"
10,12,"python","smith"
15,13,"python","smith"
12,14,"python","smith"
30,15,"python","smith"
5,16,"python","smith"
30,17,"python","smith"
40,18,"python","smith"
20,19,"python","smith"
12,20,"python","smith"
14,21,"python","smith"
20,22,"python","smith"
20,23,"python","smith"
40,24,"python","smith"
12,2,"python","smith"
4,3,"python","smith"
3,4,"python","smith"
6,5,"python","smith"
0,6,"python","smith"
4,7,"python","smith"
0,8,"python","smith"
8,9,"python","smith"
2,10,"python","smith"
10,11,"python","smith"
8,12,"python","smith"
6,13,"python","smith"
8,14,"python","smith"
8,15,"python","smith"
6,16,"python","smith"
15,17,"python","smith"
16,18,"python","smith"
12,19,"python","smith"
14,20,"python","smith"
20,21,"python","smith"
30,22,"python","smith"
70,23,"python","smith"
50,24,"python","smith"
2,2,"python","smith"
5,3,"python","smith"
4,4,"python","smith"
10,5,"python","smith"
25,6,"python","smith"
20,7,"python","smith"
5,8,"python","smith"
4,9,"python","smith"
1,10,"python","smith"
12,11,"python","smith"
7,12,"python","smith"
5,13,"python","smith"
6,14,"python","smith"
12,15,"python","smith"
5,16,"python","smith"
30,17,"python","smith"
20,18,"python","smith"
20,19,"python","smith"
15,20,"python","smith"
18,21,"python","smith"
30,22,"python","smith"
10,23,"python","smith"
100,24,"python","smith"
4,2,"python","smith"
6,3,"python","smith"
10,4,"python","smith"
8,5,"python","smith"
6,6,"python","smith"
4,7,"python","smith"
6,8,"python","smith"
6,9,"python","smith"
18,10,"python","smith"
18,11,"python","smith"
5,12,"python","smith"
4,13,"python","smith"
8,14,"python","smith"
6,15,"python","smith"
14,16,"python","smith"
20,17,"python","smith"
20,18,"python","smith"
20,19,"python","smith"
15,20,"python","smith"
20,21,"python","smith"
30,22,"python","smith"
20,23,"python","smith"
20,24,"python","smith"
10,2,"python","smith"
8,3,"python","smith"
8,4,"python","smith"
6,5,"python","smith"
20,6,"python","smith"
8,7,"python","smith"
4,8,"python","smith"
30,9,"python","smith"
10,10,"python","smith"
15,11,"python","smith"
4,12,"python","smith"
3,13,"python","smith"
10,14,"python","smith"
8,15,"python","smith"
6,16,"python","smith"
8,17,"python","smith"
12,18,"python","smith"
12,19,"python","smith"
14,20,"python","smith"
30,21,"python","smith"
30,22,"python","smith"
10,23,"python","smith"
10,24,"python","smith"
6,2,"python","smith"
10,3,"python","smith"
6,4,"python","smith"
10,5,"python","smith"
12,6,"python","smith"
6,7,"python","smith"
5,8,"python","smith"
15,9,"python","smith"
3,10,"python","smith"
6,11,"python","smith"
6,12,"python","smith"
10,13,"python","smith"
12,14,"python","smith"
10,15,"python","smith"
10,16,"python","smith"
6,17,"python","smith"
8,18,"python","smith"
10,19,"python","smith"
12,20,"python","smith"
20,21,"python","smith"
20,22,"python","smith"
50,23,"python","smith"
15,24,"python","smith"
5,2,"python","smith"
4,3,"python","smith"
5,4,"python","smith"
15,5,"python","smith"
5,6,"python","smith"
15,7,"python","smith"
6,8,"python","smith"
12,9,"python","smith"
4,10,"python","smith"
8,11,"python","smith"
8,12,"python","smith"
12,13,"python","smith"
15,14,"python","smith"
12,15,"python","smith"
12,16,"python","smith"
5,17,"python","smith"
10,18,"python","smith"
8,19,"python","smith"
10,20,"python","smith"
40,21,"python","smith"
15,22,"python","smith"
15,23,"python","smith"
30,24,"python","smith"
20,2,"xp820","smith"
10,3,"xp820","smith"
4,4,"xp820","smith"
0,5,"xp820","smith"
12,6,"xp820","smith"
2,7,"xp820","smith"
10,8,"xp820","smith"
25,9,"xp820","smith"
20,10,"xp820","smith"
12,11,"xp820","smith"
15,12,"xp820","smith"
10,13,"xp820","smith"
6,14,"xp820","smith"
12,15,"xp820","smith"
10,16,"xp820","smith"
30,17,"xp820","smith"
20,18,"xp820","smith"
30,19,"xp820","smith"
40,20,"xp820","smith"
30,21,"xp820","smith"
40,22,"xp820","smith"
30,23,"xp820","smith"
40,24,"xp820","smith"
12,2,"xp820","smith"
8,3,"xp820","smith"
10,4,"xp820","smith"
2,5,"xp820","smith"
2,6,"xp820","smith"
4,7,"xp820","smith"
12,8,"xp820","smith"
18,9,"xp820","smith"
30,10,"xp820","smith"
10,11,"xp820","smith"
12,12,"xp820","smith"
12,13,"xp820","smith"
8,14,"xp820","smith"
15,15,"xp820","smith"
12,16,"xp820","smith"
40,17,"xp820","smith"
10,18,"xp820","smith"
20,19,"xp820","smith"
20,20,"xp820","smith"
40,21,"xp820","smith"
50,22,"xp820","smith"
40,23,"xp820","smith"
50,24,"xp820","smith"
18,2,"xp820","smith"
6,3,"xp820","smith"
12,4,"xp820","smith"
12,5,"xp820","smith"
0,6,"xp820","smith"
6,7,"xp820","smith"
10,8,"xp820","smith"
30,9,"xp820","smith"
18,10,"xp820","smith"
8,11,"xp820","smith"
18,12,"xp820","smith"
15,13,"xp820","smith"
12,14,"xp820","smith"
16,15,"xp820","smith"
10,16,"xp820","smith"
20,17,"xp820","smith"
20,18,"xp820","smith"
20,19,"xp820","smith"
30,20,"xp820","smith"
50,21,"xp820","smith"
20,22,"xp820","smith"
50,23,"xp820","smith"
40,24,"xp820","smith"
10,2,"xp820","smith"
8,3,"xp820","smith"
8,4,"xp820","smith"
11,5,"xp820","smith"
10,6,"xp820","smith"
10,7,"xp820","smith"
12,8,"xp820","smith"
20,9,"xp820","smith"
12,10,"xp820","smith"
6,11,"xp820","smith"
20,12,"xp820","smith"
10,13,"xp820","smith"
20,14,"xp820","smith"
20,15,"xp820","smith"
8,16,"xp820","smith"
30,17,"xp820","smith"
20,18,"xp820","smith"
30,19,"xp820","smith"
30,20,"xp820","smith"
40,21,"xp820","smith"
20,22,"xp820","smith"
18,23,"xp820","smith"
30,24,"xp820","smith"
8,2,"xp820","smith"
12,3,"xp820","smith"
6,4,"xp820","smith"
6,5,"xp820","smith"
5,6,"xp820","smith"
2,7,"xp820","smith"
8,8,"xp820","smith"
15,9,"xp820","smith"
15,10,"xp820","smith"
20,11,"xp820","smith"
25,12,"xp820","smith"
20,13,"xp820","smith"
18,14,"xp820","smith"
30,15,"xp820","smith"
6,16,"xp820","smith"
18,17,"xp820","smith"
30,18,"xp820","smith"
20,19,"xp820","smith"
40,20,"xp820","smith"
30,21,"xp820","smith"
30,22,"xp820","smith"
30,23,"xp820","smith"
20,24,"xp820","smith"
20,2,"xp820","smith"
4,3,"xp820","smith"
4,4,"xp820","smith"
7,5,"xp820","smith"
6,6,"xp820","smith"
10,7,"xp820","smith"
10,8,"xp820","smith"
18,9,"xp820","smith"
20,10,"xp820","smith"
15,11,"xp820","smith"
18,12,"xp820","smith"
20,13,"xp820","smith"
16,14,"xp820","smith"
40,15,"xp820","smith"
20,16,"xp820","smith"
40,17,"xp820","smith"
10,18,"xp820","smith"
40,19,"xp820","smith"
20,20,"xp820","smith"
30,21,"xp820","smith"
40,22,"xp820","smith"
20,23,"xp820","smith"
20,24,"xp820","smith"
14,2,"xp820","smith"
6,3,"xp820","smith"
2,4,"xp820","smith"
6,5,"xp820","smith"
2,6,"xp820","smith"
15,7,"xp820","smith"
6,8,"xp820","smith"
20,9,"xp820","smith"
25,10,"xp820","smith"
20,11,"xp820","smith"
12,12,"xp820","smith"
25,13,"xp820","smith"
20,14,"xp820","smith"
12,15,"xp820","smith"
8,16,"xp820","smith"
30,17,"xp820","smith"
30,18,"xp820","smith"
20,19,"xp820","smith"
16,20,"xp820","smith"
20,21,"xp820","smith"
30,22,"xp820","smith"
50,23,"xp820","smith"
40,24,"xp820","smith"
8,2,"xp820","smith"
6,3,"xp820","smith"
6,4,"xp820","smith"
6,5,"xp820","smith"
5,6,"xp820","smith"
12,7,"xp820","smith"
8,8,"xp820","smith"
22,9,"xp820","smith"
30,10,"xp820","smith"
8,11,"xp820","smith"
10,12,"xp820","smith"
30,13,"xp820","smith"
15,14,"xp820","smith"
10,15,"xp820","smith"
6,16,"xp820","smith"
12,17,"xp820","smith"
10,18,"xp820","smith"
20,19,"xp820","smith"
20,20,"xp820","smith"
18,21,"xp820","smith"
20,22,"xp820","smith"
40,23,"xp820","smith"
40,24,"xp820","smith"
6,2,"xp820","smith"
10,3,"xp820","smith"
6,4,"xp820","smith"
5,5,"xp820","smith"
6,6,"xp820","smith"
14,7,"xp820","smith"
5,8,"xp820","smith"
24,9,"xp820","smith"
20,10,"xp820","smith"
10,11,"xp820","smith"
8,12,"xp820","smith"
25,13,"xp820","smith"
12,14,"xp820","smith"
8,15,"xp820","smith"
10,16,"xp820","smith"
18,17,"xp820","smith"
30,18,"xp820","smith"
20,19,"xp820","smith"
20,20,"xp820","smith"
20,21,"xp820","smith"
14,22,"xp820","smith"
30,23,"xp820","smith"
30,24,"xp820","smith"
14,2,"xp820","smith"
12,3,"xp820","smith"
5,4,"xp820","smith"
0,5,"xp820","smith"
10,6,"xp820","smith"
10,7,"xp820","smith"
8,8,"xp820","smith"
30,9,"xp820","smith"
12,10,"xp820","smith"
8,11,"xp820","smith"
6,12,"xp820","smith"
30,13,"xp820","smith"
14,14,"xp820","smith"
6,15,"xp820","smith"
12,16,"xp820","smith"
40,17,"xp820","smith"
30,18,"xp820","smith"
30,19,"xp820","smith"
30,20,"xp820","smith"
30,21,"xp820","smith"
20,22,"xp820","smith"
18,23,"xp820","smith"
10,24,"xp820","smith"
75,2,"control","trinity"
70,3,"control","trinity"
85,4,"control","trinity"
70,5,"control","trinity"
100,6,"control","trinity"
120,7,"control","trinity"
135,8,"control","trinity"
125,9,"control","trinity"
195,10,"control","trinity"
200,11,"control","trinity"
190,12,"control","trinity"
245,13,"control","trinity"
215,14,"control","trinity"
255,15,"control","trinity"
235,16,"control","trinity"
285,17,"control","trinity"
280,18,"control","trinity"
305,19,"control","trinity"
345,20,"control","trinity"
565,21,"control","trinity"
705,22,"control","trinity"
65,2,"control","trinity"
35,3,"control","trinity"
75,4,"control","trinity"
45,5,"control","trinity"
110,6,"control","trinity"
110,7,"control","trinity"
120,8,"control","trinity"
195,9,"control","trinity"
180,10,"control","trinity"
205,11,"control","trinity"
205,12,"control","trinity"
280,13,"control","trinity"
280,14,"control","trinity"
215,15,"control","trinity"
295,16,"control","trinity"
260,17,"control","trinity"
265,18,"control","trinity"
300,19,"control","trinity"
285,20,"control","trinity"
455,21,"control","trinity"
595,22,"control","trinity"
45,2,"control","trinity"
60,3,"control","trinity"
70,4,"control","trinity"
60,5,"control","trinity"
105,6,"control","trinity"
80,7,"control","trinity"
165,8,"control","trinity"
175,9,"control","trinity"
150,10,"control","trinity"
175,11,"control","trinity"
195,12,"control","trinity"
225,13,"control","trinity"
205,14,"control","trinity"
245,15,"control","trinity"
280,16,"control","trinity"
235,17,"control","trinity"
285,18,"control","trinity"
310,19,"control","trinity"
275,20,"control","trinity"
580,21,"control","trinity"
590,22,"control","trinity"
55,2,"control","trinity"
45,3,"control","trinity"
50,4,"control","trinity"
50,5,"control","trinity"
110,6,"control","trinity"
90,7,"control","trinity"
95,8,"control","trinity"
135,9,"control","trinity"
185,10,"control","trinity"
190,11,"control","trinity"
210,12,"control","trinity"
215,13,"control","trinity"
265,14,"control","trinity"
260,15,"control","trinity"
260,16,"control","trinity"
295,17,"control","trinity"
270,18,"control","trinity"
290,19,"control","trinity"
280,20,"control","trinity"
675,21,"control","trinity"
625,22,"control","trinity"
60,2,"control","trinity"
65,3,"control","trinity"
90,4,"control","trinity"
55,5,"control","trinity"
95,6,"control","trinity"
110,7,"control","trinity"
110,8,"control","trinity"
190,9,"control","trinity"
215,10,"control","trinity"
195,11,"control","trinity"
200,12,"control","trinity"
