"HOF","FY","LY","SP","POS","ASG","G","AB","R","H","DB","TP","HR","RBI","SB","CS","BB","SO","AVG","SLG","OBP"
"N",1968,1985,17,"1B",0,1633,3421,429,833,132,13,95,426,58,44,532,589,243,373,347
"N",1983,1997,15,"SS",0,1798,5673,712,1440,296,50,111,604,108,96,367,1121,254,382,302
"N",1956,1967,12,"SS",0.08,1186,3672,443,925,184,40,94,365,9,13,359,723,252,401,319
"N",1981,1992,12,"OF",0.08,1495,5249,767,1402,282,36,143,696,253,97,712,804,267,416,354
"N",1992,2006,15,"OF",0.07,1456,5160,755,1454,267,37,184,821,119,48,353,842,282,455,333
"N",1961,1971,11,"OF",0,1150,3572,398,900,150,22,26,344,74,36,319,311,252,328,316
"N",1949,1980,17,"OF",0.41,1835,6579,1136,1963,336,83,186,1023,205,130,814,584,298,459,389
"N",1993,2005,13,"OF",0.08,1525,5814,909,1589,319,49,271,860,229,92,475,1130,273,485,331
"N",1983,1993,11,"OF",0,1197,4501,663,1215,203,40,74,446,222,93,337,625,270,382,324
"N",1970,1984,15,"C",0,1192,3693,313,971,147,11,77,443,4,13,305,361,263,371,318
"N",1988,2005,18,"3B",0,1903,3924,460,1055,161,21,37,369,131,54,279,337,269,349,318
"N",1967,1977,10,"2B",0,547,1125,164,262,31,12,4,72,17,11,117,175,233,292,311
"N",1963,1975,13,"1B",0,1468,3956,484,972,150,42,75,404,143,68,332,544,246,362,309
"N",1982,1995,14,"OF",0.07,1571,4839,609,1308,248,40,118,611,151,73,357,668,270,411,323
"N",1995,2005,11,"OF",0,1100,3174,478,865,127,32,40,274,213,63,319,613,273,371,340
"N",1991,2007,17,"SS",0.06,2108,7379,935,1904,363,55,110,723,231,100,565,1415,258,367,312
"N",1986,2000,15,"1B",0.4,1976,7173,1186,2176,440,47,284,1205,67,48,937,1190,303,497,384
"N",1971,1988,17,"1B",0.06,2175,7571,912,2109,392,42,185,972,40,35,632,926,279,415,334
"N",1982,1991,10,"OF",0.1,843,2708,356,648,100,3,176,460,16,16,236,744,239,473,306
"N",1990,1999,10,"OF",0,797,2200,244,596,103,10,52,310,30,12,156,254,271,398,319
"N",1967,1981,15,"OF",0,1517,3554,404,877,128,20,90,431,13,29,366,506,247,370,319
"N",1966,1985,20,"OF",0,1748,4703,578,1254,215,38,102,531,50,54,429,632,267,394,329
"N",1989,2004,16,"3B",0,2158,7573,986,2004,397,23,253,1110,53,51,945,1279,265,423,346
"N",1961,1976,15,"C",0.73,1774,6073,706,1591,241,35,200,758,24,21,626,753,262,412,340
"N",1982,1993,12,"2B",0,1453,5131,727,1366,220,39,84,497,209,93,709,600,266,373,354
"N",1964,1974,11,"C",0,843,2422,263,580,80,6,100,310,6,16,338,483,239,401,340
"N",1966,1979,14,"1B",0.21,2034,7433,957,1992,306,60,271,1051,69,57,699,1418,268,435,333
"N",1989,2003,15,"C",0.07,1277,4127,454,1100,186,26,36,422,44,31,279,607,267,350,315
"N",1952,1961,10,"2B",0,729,2092,233,512,91,11,69,251,11,15,209,471,245,398,318
"N",1992,2006,15,"2B",0.07,1730,6119,996,1731,327,46,79,543,465,168,660,462,283,390,359
"N",1985,1999,12,"OF",0,960,2629,311,676,114,15,80,317,43,17,131,480,257,403,293
"N",1978,1992,15,"3B",0.07,1862,7158,1007,2074,332,40,151,874,224,104,553,719,290,411,343
"N",1990,2004,15,"C",0,1279,3614,359,951,178,8,38,403,18,27,370,580,263,348,332
"N",1971,1989,19,"SS",0.16,2260,7156,770,1759,302,50,112,720,42,54,847,988,246,349,327
"N",1958,1970,12,"3B",0,318,669,64,155,21,3,13,69,0,1,31,71,232,330,264
"N",1986,1998,10,"1B",0,395,1145,146,288,47,2,39,150,2,6,101,216,252,398,319
"N",1955,1966,12,"2B",0.58,1412,5386,643,1432,196,37,34,390,73,48,262,243,266,335,299
"N",1965,1975,11,"2B",0.36,1320,5208,685,1473,196,31,22,360,49,25,260,243,283,345,318
"N",1991,2001,11,"C",0,253,676,82,153,27,3,24,88,0,1,47,161,226,382,278
"N",1970,1979,10,"OF",0,870,2328,314,645,85,24,5,187,71,40,169,291,277,341,329
"N",1977,1991,15,"OF",0.07,1531,4855,676,1361,226,56,62,435,217,99,505,507,280,388,349
"N",1984,1995,12,"OF",0,1233,4339,586,1146,210,30,54,399,218,87,267,476,264,364,312
"N",1996,2006,11,"3B",0,1216,4223,663,1229,265,22,85,493,20,18,543,571,291,425,373
"N",1997,2007,11,"C",0.09,989,3182,361,834,205,4,87,406,5,5,303,772,262,411,329
"N",1987,1996,10,"OF",0,738,2012,246,557,108,5,69,289,12,11,140,246,277,438,327
"N",1973,1987,14,"1B",0.14,1565,5291,792,1342,244,22,253,895,48,37,876,851,254,452,360
"N",1990,2000,11,"3B",0,860,2413,310,657,153,10,81,369,47,24,206,438,272,445,334
"N",1956,1969,13,"1B",0.38,1673,5972,843,1706,278,65,202,870,103,68,596,927,286,455,351
"N",1992,2005,14,"OF",0.07,1247,4311,587,1178,261,19,122,566,49,19,325,775,273,428,330
"N",1980,1991,12,"OF",0,1403,5094,731,1397,227,71,67,438,327,98,282,866,274,386,314
"N",1957,1967,11,"SS",0,854,2521,268,628,112,23,45,245,22,20,290,507,249,365,328
"N",1970,1979,10,"C",0,387,1185,125,306,50,8,23,156,6,2,64,268,258,372,296
"N",1971,1983,13,"OF",0.15,1453,5144,681,1477,245,26,207,792,8,15,533,910,287,466,353
"N",1993,2004,12,"SS",0,1119,3632,471,967,141,25,38,357,50,30,364,586,266,350,338
"N",1974,1985,12,"OF",0,800,2000,314,530,67,25,6,129,267,78,142,197,265,332,315
"N",1996,2007,12,"2B",0,1288,4554,647,1316,284,30,107,545,66,37,421,571,289,435,348
"N",1989,2002,14,"C",0.07,1245,3902,377,1048,214,8,124,583,2,6,255,399,269,423,318
"N",1992,2008,17,"2B",0.06,1706,5484,735,1386,287,27,163,684,114,56,510,935,253,404,329
"N",1963,1980,18,"OF",0,2017,6964,936,1913,333,46,138,775,329,139,608,807,275,395,333
"N",1982,1993,12,"C",0,809,1874,184,501,83,9,24,192,8,6,216,263,267,360,344
"N",1981,1990,10,"2B",0.1,1353,5188,604,1502,294,36,53,594,80,49,353,329,290,391,333
"N",1960,1974,15,"OF",0.13,1667,5789,780,1777,236,50,31,427,156,80,311,377,307,381,345
"N",1989,1999,11,"1B",0,1093,3412,454,876,176,5,166,565,8,15,426,844,257,457,340
"N",1972,1986,15,"OF",0,1220,3049,349,793,125,33,21,305,89,68,241,376,260,343,313
"N",1951,1961,11,"SS",0.09,1121,3441,322,813,114,23,49,281,15,19,168,511,236,325,274
"N",1973,1983,11,"SS",0,712,1719,166,412,46,24,11,145,12,12,124,234,240,314,291
"N",1988,2003,16,"C",0,944,2505,289,593,123,8,54,274,5,7,361,593,237,357,335
"N",1962,1973,12,"OF",0.17,1129,3912,558,999,170,27,130,433,167,81,342,918,255,412,320
"N",1994,2004,11,"OF",0,916,2461,341,627,145,14,46,260,56,24,304,570,255,381,340
"N",1980,1992,13,"SS",0.08,1539,5494,562,1432,224,31,53,484,112,75,264,621,261,342,295
"N",1974,1983,10,"C",0,426,1044,91,238,40,11,6,80,3,3,154,183,228,305,328
"N",1981,1994,14,"OF",0.07,1538,5130,710,1324,286,17,197,708,50,38,465,1105,258,436,320
"N",1991,2001,11,"3B",0.09,1146,3889,544,1001,200,8,141,531,57,30,348,699,257,422,323
"N",1983,1993,11,"C",0,476,1125,89,267,41,5,18,108,1,0,43,159,237,331,268
"N",1958,1974,17,"OF",0.18,2082,7339,985,2101,359,49,206,852,107,67,423,706,286,433,328
"N",1984,1997,13,"3B",0,705,1539,185,368,59,4,19,136,23,16,161,230,239,320,315
"N",1985,1995,11,"3B",0,1334,4266,501,1046,183,21,137,547,17,28,408,842,245,394,316
"N",1973,1984,12,"C",0,710,1855,194,453,85,3,33,207,9,13,231,171,244,347,327
"N",1985,1997,13,"2B",0,1111,2931,374,700,111,12,42,282,24,31,326,465,239,328,320
"N",1968,1988,21,"C",0.38,2456,8680,1074,2472,483,47,248,1389,21,33,855,694,285,437,348
"N",1971,1981,11,"OF",0,1169,3900,640,1016,120,31,20,230,395,162,627,665,261,323,365
"N",1972,1983,11,"OF",0,899,2413,259,626,101,11,32,242,27,30,189,311,259,350,315
"N",1966,1982,17,"OF",0.41,1987,7033,1123,2020,363,57,314,1092,137,86,890,1030,287,489,366
"N",1968,1982,15,"1B",0.13,1620,5447,733,1379,211,19,255,879,20,17,881,810,253,439,360
"N",1958,1970,13,"2B",0,1165,4019,378,1022,163,19,57,366,29,29,208,499,254,347,292
"N",1966,1981,12,"1B",0,952,1655,196,410,63,7,22,186,15,21,234,140,248,334,339
"N",1983,1998,16,"2B",0.19,1720,6081,873,1578,287,102,161,703,396,143,440,1442,259,420,315
"N",1967,1977,11,"2B",0,930,2517,266,625,91,19,31,244,27,17,240,239,248,337,313
"N",1957,1970,11,"C",0,394,724,56,158,25,0,16,82,0,3,36,146,218,319,258
"N",1994,2007,14,"C",0,734,2033,228,476,91,4,65,230,10,5,196,567,234,379,313
"N",1978,1988,10,"3B",0.1,1020,3777,560,1047,169,8,218,685,14,18,369,512,277,499,340
"N",1977,1992,16,"3B",0,1325,3569,445,972,226,17,73,435,15,12,460,555,272,407,354
"N",1975,1992,17,"1B",0,1349,2679,312,690,100,16,54,289,19,14,380,347,258,367,348
"N",1954,1967,10,"2B",0,643,1715,248,418,67,19,9,123,19,26,185,224,244,321,320
"N",1993,2004,12,"OF",0,895,2517,317,685,121,19,62,319,37,16,149,409,272,409,315
"N",1991,2006,15,"SS",0.07,1587,4618,623,1166,193,33,168,603,41,38,384,1391,252,418,312
"N",1965,1976,12,"OF",0,1488,5569,834,1546,253,55,46,435,226,108,413,410,278,368,335
"N",1993,2003,11,"3B",0,814,2591,304,620,128,10,99,377,27,13,120,620,239,411,274
"N",1983,1994,12,"OF",0,1502,5423,727,1439,284,35,211,807,93,32,522,707,265,447,328
"N",1969,1982,14,"SS",0,816,1650,197,356,38,5,10,120,11,6,196,243,216,263,301
"N",1996,2006,11,"2B",0,827,2209,332,536,121,17,32,198,133,39,245,517,243,356,323
"N",1991,2004,14,"OF",0,1288,3846,636,1029,125,39,24,284,369,118,365,660,268,339,332
"N",1975,1986,12,"OF",0,1382,4992,699,1257,171,87,37,386,487,182,387,885,252,343,306
"N",1983,1997,14,"OF",0,1494,4293,559,1173,186,37,57,405,93,60,318,402,273,374,324
"N",1980,1992,13,"3B",0,1302,4101,438,1070,144,33,94,455,117,51,179,653,261,381,293
"N",1983,1993,11,"SS",0,972,2452,272,600,78,23,8,179,81,43,138,403,245,305,286
"N",1961,1974,14,"C",0.21,1470,4577,430,1106,202,32,81,524,15,23,465,635,242,353,311
"N",1995,2008,12,"2B",0,789,1896,205,455,96,13,24,180,6,7,131,341,240,342,290
"N",1992,2004,13,"1B",0,992,2769,337,801,155,12,98,422,29,21,170,444,289,460,338
"N",1997,2007,11,"OF",0,1259,4685,618,1264,242,46,156,667,127,59,288,853,270,441,317
"N",1947,1961,15,"1B",0,1668,4969,848,1318,215,46,149,740,133,39,980,653,265,417,385
"N",1985,2004,19,"1B",0.26,2257,8096,1195,2333,444,32,399,1425,128,81,583,2003,288,499,347
"N",1974,1986,12,"1B",0.08,1538,5233,643,1478,250,21,100,658,43,41,653,662,282,396,360
"N",1952,1964,13,"2B",0.31,1420,5218,720,1484,208,36,22,395,140,48,648,338,284,351,363
"N",1987,2000,14,"OF",0.14,1337,4797,687,1390,241,30,124,585,235,84,317,862,290,430,337
"N",1991,2001,11,"C",0,820,2493,243,611,130,2,63,319,3,6,183,407,245,375,306
"N",1955,1969,15,"3B",0.47,2034,7455,1104,2143,318,68,282,1141,105,77,713,1017,287,462,349
"N",1965,1974,10,"2B",0,1272,4813,548,1230,150,23,27,304,151,58,365,362,256,313,308
"N",1960,1975,16,"SS",0.31,1941,6707,662,1725,285,49,118,689,39,48,522,1135,257,367,311
"N",1964,1974,11,"C",0,636,1920,146,370,60,12,28,161,4,4,152,370,193,280,252
"N",1989,2000,12,"C",0,587,1450,157,368,73,2,33,176,1,3,140,209,254,375,324
"N",1989,2004,16,"3B",0.12,2079,7064,1006,1885,338,14,294,1182,24,38,1075,1179,267,444,362
"N",1970,1984,15,"OF",0.07,1468,5629,785,1660,247,71,61,499,267,90,266,471,295,397,327
"N",1951,1963,13,"SS",0.31,1503,5244,651,1407,216,41,93,547,19,13,451,472,268,378,330
"N",1976,1985,10,"SS",0,619,1470,162,351,56,16,12,112,34,22,95,285,239,323,286
"N",1975,1985,10,"1B",0,779,1580,211,411,53,10,6,141,45,28,143,108,260,318,321
"N",1954,1964,11,"3B",0.09,1263,4322,598,1144,214,44,89,498,64,47,523,530,265,396,345
"N",1958,1973,16,"OF",0.19,1886,6652,926,1757,321,89,226,840,74,51,650,1064,264,441,331
"N",1995,2006,10,"C",0,613,1826,180,435,104,7,55,222,10,9,141,384,238,393,296
"N",1977,1987,10,"SS",0,517,941,109,207,29,6,3,68,24,13,92,142,220,273,291
